file_1, l1 =728522752.0
file_1888, l1888 =2505199.0
file_1889, l1889 =10218146.0
file_1890, l1890 =1969694.0
file_1891, l1891 =5002082.0
file_1892, l1892 =5104375.0
file_1893, l1893 =2842462.0
file_1894, l1894 =7395562.0
file_1895, l1895 =7664329.0
file_1896, l1896 =492691.0
file_1897, l1897 =1247451.0
file_1898, l1898 =5206463.0
file_1899, l1899 =4526181.0
file_1900, l1900 =22286494.0
file_1901, l1901 =2896963.0
file_1902, l1902 =2321487.0
file_1903, l1903 =4719606.0
file_1904, l1904 =2464323.0
file_1905, l1905 =1565416.0
file_1906, l1906 =943464.0
file_1907, l1907 =704144.0
file_1908, l1908 =5051021.0
file_1909, l1909 =6386551.0
file_1910, l1910 =8065024.0
file_1911, l1911 =12040422.0
file_1912, l1912 =12137507.0
file_1913, l1913 =3312243.0
file_1914, l1914 =3025949.0
file_1915, l1915 =4270820.0
file_1916, l1916 =2026102.0
file_1917, l1917 =189345.0
file_1918, l1918 =1077195.0
file_1919, l1919 =1382592.0
file_1920, l1920 =3866718.0
file_1921, l1921 =776530.0
file_1922, l1922 =366615.0
file_1923, l1923 =10129574.0
file_1924, l1924 =12769015.0
file_1925, l1925 =13168863.0
file_1926, l1926 =61001.0
file_1927, l1927 =9292587.0
file_1928, l1928 =1442822.0
file_1929, l1929 =4382006.0
file_1930, l1930 =43922.0
file_1931, l1931 =12853044.0
file_1932, l1932 =150328.0
file_1933, l1933 =3136756.0
file_1934, l1934 =8547021.0
file_1935, l1935 =1374319.0
file_1936, l1936 =12485848.0
file_1937, l1937 =3581533.0
file_1938, l1938 =46582988.0
file_1939, l1939 =19672049.0
file_1940, l1940 =73778723.0
file_1941, l1941 =6232973.0
file_1942, l1942 =49116.0
file_1943, l1943 =6698551.0
file_1944, l1944 =12512355.0
file_1945, l1945 =13551060.0
file_1946, l1946 =1048955.0
file_1947, l1947 =6762068.0
file_1948, l1948 =7038481.0
file_1949, l1949 =3060489.0
file_1950, l1950 =782579.0
file_1951, l1951 =9530295.0
file_1952, l1952 =8545246.0
file_1953, l1953 =827584.0
file_1954, l1954 =1275665.0
file_1955, l1955 =494714.0
file_1956, l1956 =2110283.0
file_1957, l1957 =9505551.0
file_1958, l1958 =171348.0
file_1959, l1959 =110122.0
file_1960, l1960 =2156380.0
file_1961, l1961 =8565134.0
file_1962, l1962 =4104125.0
file_1963, l1963 =70313443.0
file_1964, l1964 =6226794.0
file_1965, l1965 =4720140.0
file_1966, l1966 =2089683.0
file_1967, l1967 =14145333.0
file_1968, l1968 =37924972.0
file_1969, l1969 =8359388.0
file_1970, l1970 =14396574.0
file_1971, l1971 =2472362.0
file_1972, l1972 =1235676.0
file_1973, l1973 =3084234.0
file_1974, l1974 =1324779.0
file_1975, l1975 =1421188.0
file_1976, l1976 =6876480.0
file_1977, l1977 =1543879.0
file_1978, l1978 =1322656.0
file_1979, l1979 =12981228.0
file_1980, l1980 =12805513.0
file_1981, l1981 =3595868.0
file_1982, l1982 =6855427.0
file_1983, l1983 =1970392.0
file_1984, l1984 =8415744.0
file_1985, l1985 =33234587.0
file_1986, l1986 =24955462.0
file_1987, l1987 =5507596.0
file_1988, l1988 =12783039.0
file_1989, l1989 =20296.0
file_1990, l1990 =6868256.0
file_1991, l1991 =1452649.0
file_1992, l1992 =3228148.0
file_1993, l1993 =856111.0
file_1994, l1994 =8368852.0
file_1995, l1995 =7089213.0
file_1996, l1996 =5501483.0
file_1997, l1997 =435072.0
file_1998, l1998 =1454742.0
file_1999, l1999 =15947589.0
file_2000, l2000 =3978116.0
file_2001, l2001 =5402304.0
file_2002, l2002 =2176921.0
file_2003, l2003 =8284484.0
file_2004, l2004 =18669783.0
file_2005, l2005 =3618957.0
file_2006, l2006 =3850701.0
file_2007, l2007 =5072736.0
file_2008, l2008 =568269.0
file_2009, l2009 =9560610.0
file_2010, l2010 =1781599.0
file_2011, l2011 =9063018.0
file_2012, l2012 =536983.0
file_2013, l2013 =460049.0
file_2014, l2014 =1248628.0
file_2015, l2015 =1632381.0
file_2016, l2016 =103976556.0
file_2017, l2017 =4237070.0
file_2018, l2018 =152700.0
file_2019, l2019 =23276891.0
file_2020, l2020 =111478.0
file_2021, l2021 =3314837.0
file_2022, l2022 =31883390.0
file_2023, l2023 =17086300.0
file_2024, l2024 =3666128.0
file_2025, l2025 =12774356.0
file_2026, l2026 =4217550.0
file_2027, l2027 =12668340.0
file_2028, l2028 =11142332.0
file_2029, l2029 =7969947.0
file_2030, l2030 =15633576.0
file_2031, l2031 =18864101.0
file_2032, l2032 =244569.0
file_2033, l2033 =18005761.0
file_2034, l2034 =4296753.0
file_2035, l2035 =707187.0
file_2036, l2036 =3111917.0
file_2037, l2037 =9327682.0
file_2038, l2038 =4948768.0
file_2039, l2039 =67304297.0
file_2040, l2040 =2979533.0
file_2041, l2041 =3317008.0
file_2042, l2042 =2958198.0
file_2043, l2043 =608092.0
file_2044, l2044 =2208259.0
file_2045, l2045 =9277361.0
file_2046, l2046 =742523.0
file_2047, l2047 =6267567.0
file_2048, l2048 =5598538.0
file_2049, l2049 =1015356.0
file_2050, l2050 =1640373.0
file_2051, l2051 =525311.0
file_2052, l2052 =427697.0
file_2053, l2053 =1574804.0
file_2054, l2054 =208904.0
file_2055, l2055 =6223741.0
file_2056, l2056 =5457212.0
file_2057, l2057 =23347040.0
file_2058, l2058 =71068222.0
file_2059, l2059 =25305136.0
file_2060, l2060 =7312588.0
file_2061, l2061 =5589848.0
file_2062, l2062 =984126.0
file_2063, l2063 =667077.0
file_2064, l2064 =4012055.0
file_2065, l2065 =854664.0
file_2066, l2066 =117667.0
file_2067, l2067 =2567081.0
file_2068, l2068 =382228.0
file_2069, l2069 =9732004.0
file_2070, l2070 =12690508.0
file_2071, l2071 =287018955.0
file_2072, l2072 =82693.0
file_2073, l2073 =14802715.0
file_2074, l2074 =8085273.0
file_2075, l2075 =1002917.0
file_2076, l2076 =1721215.0
file_2077, l2077 =3736942.0
file_2078, l2078 =4043975.0
file_2079, l2079 =763579.0
file_2080, l2080 =1904421.0
file_2081, l2081 =4865218.0
file_2082, l2082 =4285560.0
file_2083, l2083 =24732849.0
file_2084, l2084 =4328752.0
file_2085, l2085 =1292347.0
file_2086, l2086 =482706.0
file_2087, l2087 =8397383.0
file_2088, l2088 =3291745.0
file_2089, l2089 =6982638.0
file_2090, l2090 =8218201.0
file_2091, l2091 =517801.0
file_2092, l2092 =12322067.0
file_2093, l2093 =18472898.0
file_2094, l2094 =15896792.0
file_2095, l2095 =1467971.0
file_2096, l2096 =5322025.0
file_2097, l2097 =4176321.0
file_2098, l2098 =15895054.0
file_2099, l2099 =6986221.0
file_2100, l2100 =53774386.0
file_2101, l2101 =17304439.0
file_2102, l2102 =5070758.0
file_2103, l2103 =1492194.0
file_2104, l2104 =5467987.0
file_2105, l2105 =29775352.0
file_2106, l2106 =4106289.0
file_2107, l2107 =4594814.0
file_2108, l2108 =3903722.0
file_2109, l2109 =7326791.0
file_2110, l2110 =4643056.0
file_2111, l2111 =443038.0
file_2112, l2112 =20008762.0
file_2113, l2113 =3686022.0
file_2114, l2114 =686012.0
file_2115, l2115 =31826.0
file_2116, l2116 =3359485.0
file_2117, l2117 =570637.0
file_2118, l2118 =12481931.0
file_2119, l2119 =20338694.0
file_2120, l2120 =3922862.0
file_2121, l2121 =5541069.0
file_2122, l2122 =5179364.0
file_2123, l2123 =81428167.0
file_2124, l2124 =53962597.0
file_2125, l2125 =21396947.0
file_2126, l2126 =3168644.0
file_2127, l2127 =3998125.0
file_2128, l2128 =14372792.0
file_2129, l2129 =824728.0
file_2130, l2130 =5301153.0
file_2131, l2131 =5381576.0
file_2132, l2132 =4073657.0
file_2133, l2133 =4228639.0
file_2134, l2134 =11508513.0
file_2135, l2135 =10316319.0
file_2136, l2136 =27813224.0
file_2137, l2137 =56638432.0
file_2138, l2138 =1048217.0
file_2139, l2139 =17992037.0
file_2140, l2140 =448495.0
file_2141, l2141 =63048496.0
file_2142, l2142 =2113061.0
file_2143, l2143 =9521448.0
file_2144, l2144 =5188962.0
file_2145, l2145 =1288192.0
file_2146, l2146 =39071413.0
file_2147, l2147 =101954.0
file_2148, l2148 =8431379.0
file_2149, l2149 =2597142.0
file_2150, l2150 =248506.0
Grandezza supporto = 4707319808.0
